state,month,total_customers_out,State,total,x,y,abbr,name,fips,Total:,Population of one race:,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Population of two or more races:
New Hampshire,11,541546,New Hampshire,1377529,10,1,NH,New Hampshire,33,1377529,1299787,1216203,20127,3031,35871,453,24102,77742
New Hampshire,12,5977437,New Hampshire,1377529,10,1,NH,New Hampshire,33,1377529,1299787,1216203,20127,3031,35871,453,24102,77742
Connecticut,1,519475,Connecticut,3605944,10,2,CT,Connecticut,9,3605944,3273040,2395128,388675,16051,172455,1598,299133,332904
Connecticut,2,793856,Connecticut,3605944,10,2,CT,Connecticut,9,3605944,3273040,2395128,388675,16051,172455,1598,299133,332904
Connecticut,3,270986,Connecticut,3605944,10,2,CT,Connecticut,9,3605944,3273040,2395128,388675,16051,172455,1598,299133,332904
Connecticut,4,2914668,Connecticut,3605944,10,2,CT,Connecticut,9,3605944,3273040,2395128,388675,16051,172455,1598,299133,332904
Connecticut,5,533645,Connecticut,3605944,10,2,CT,Connecticut,9,3605944,3273040,2395128,388675,16051,172455,1598,299133,332904
Connecticut,6,691612,Connecticut,3605944,10,2,CT,Connecticut,9,3605944,3273040,2395128,388675,16051,172455,1598,299133,332904
Connecticut,7,1116549,Connecticut,3605944,10,2,CT,Connecticut,9,3605944,3273040,2395128,388675,16051,172455,1598,299133,332904
Connecticut,8,242496784,Connecticut,3605944,10,2,CT,Connecticut,9,3605944,3273040,2395128,388675,16051,172455,1598,299133,332904
Connecticut,9,1064879,Connecticut,3605944,10,2,CT,Connecticut,9,3605944,3273040,2395128,388675,16051,172455,1598,299133,332904
Connecticut,10,1430062,Connecticut,3605944,10,2,CT,Connecticut,9,3605944,3273040,2395128,388675,16051,172455,1598,299133,332904
Connecticut,11,3444404,Connecticut,3605944,10,2,CT,Connecticut,9,3605944,3273040,2395128,388675,16051,172455,1598,299133,332904
Connecticut,12,2892717,Connecticut,3605944,10,2,CT,Connecticut,9,3605944,3273040,2395128,388675,16051,172455,1598,299133,332904
New Jersey,1,1644165,New Jersey,9288994,10,3,NJ,New Jersey,34,9288994,8385500,5112280,1219770,51186,950090,3533,1048641,903494
New Jersey,2,1672938,New Jersey,9288994,10,3,NJ,New Jersey,34,9288994,8385500,5112280,1219770,51186,950090,3533,1048641,903494
New Jersey,3,1075222,New Jersey,9288994,10,3,NJ,New Jersey,34,9288994,8385500,5112280,1219770,51186,950090,3533,1048641,903494
New Jersey,4,4280055,New Jersey,9288994,10,3,NJ,New Jersey,34,9288994,8385500,5112280,1219770,51186,950090,3533,1048641,903494
New Jersey,5,1362135,New Jersey,9288994,10,3,NJ,New Jersey,34,9288994,8385500,5112280,1219770,51186,950090,3533,1048641,903494
New Jersey,6,20830688,New Jersey,9288994,10,3,NJ,New Jersey,34,9288994,8385500,5112280,1219770,51186,950090,3533,1048641,903494
New Jersey,7,6167300,New Jersey,9288994,10,3,NJ,New Jersey,34,9288994,8385500,5112280,1219770,51186,950090,3533,1048641,903494
New Jersey,8,239845655,New Jersey,9288994,10,3,NJ,New Jersey,34,9288994,8385500,5112280,1219770,51186,950090,3533,1048641,903494
New Jersey,9,2459936,New Jersey,9288994,10,3,NJ,New Jersey,34,9288994,8385500,5112280,1219770,51186,950090,3533,1048641,903494
New Jersey,10,1969998,New Jersey,9288994,10,3,NJ,New Jersey,34,9288994,8385500,5112280,1219770,51186,950090,3533,1048641,903494
New Jersey,11,3443745,New Jersey,9288994,10,3,NJ,New Jersey,34,9288994,8385500,5112280,1219770,51186,950090,3533,1048641,903494
New Jersey,12,6448954,New Jersey,9288994,10,3,NJ,New Jersey,34,9288994,8385500,5112280,1219770,51186,950090,3533,1048641,903494
Delaware,1,190807,Delaware,989948,10,4,DE,Delaware,10,989948,913430,597763,218899,5148,42699,412,48509,76518
Delaware,2,294201,Delaware,989948,10,4,DE,Delaware,10,989948,913430,597763,218899,5148,42699,412,48509,76518
Delaware,3,146112,Delaware,989948,10,4,DE,Delaware,10,989948,913430,597763,218899,5148,42699,412,48509,76518
Delaware,4,425626,Delaware,989948,10,4,DE,Delaware,10,989948,913430,597763,218899,5148,42699,412,48509,76518
Delaware,5,114652,Delaware,989948,10,4,DE,Delaware,10,989948,913430,597763,218899,5148,42699,412,48509,76518
Delaware,6,243607,Delaware,989948,10,4,DE,Delaware,10,989948,913430,597763,218899,5148,42699,412,48509,76518
Delaware,7,342616,Delaware,989948,10,4,DE,Delaware,10,989948,913430,597763,218899,5148,42699,412,48509,76518
Delaware,8,5667935,Delaware,989948,10,4,DE,Delaware,10,989948,913430,597763,218899,5148,42699,412,48509,76518
Delaware,9,208240,Delaware,989948,10,4,DE,Delaware,10,989948,913430,597763,218899,5148,42699,412,48509,76518
Delaware,10,190013,Delaware,989948,10,4,DE,Delaware,10,989948,913430,597763,218899,5148,42699,412,48509,76518
Delaware,11,405371,Delaware,989948,10,4,DE,Delaware,10,989948,913430,597763,218899,5148,42699,412,48509,76518
Delaware,12,572932,Delaware,989948,10,4,DE,Delaware,10,989948,913430,597763,218899,5148,42699,412,48509,76518
Maine,1,719651,Maine,1362359,11,0,ME,Maine,23,1362359,1297649,1237041,25752,7885,16798,443,9730,64710
Maine,2,3111186,Maine,1362359,11,0,ME,Maine,23,1362359,1297649,1237041,25752,7885,16798,443,9730,64710
Maine,3,2107439,Maine,1362359,11,0,ME,Maine,23,1362359,1297649,1237041,25752,7885,16798,443,9730,64710
Maine,4,50859554,Maine,1362359,11,0,ME,Maine,23,1362359,1297649,1237041,25752,7885,16798,443,9730,64710
Maine,5,1524577,Maine,1362359,11,0,ME,Maine,23,1362359,1297649,1237041,25752,7885,16798,443,9730,64710
Maine,6,1497266,Maine,1362359,11,0,ME,Maine,23,1362359,1297649,1237041,25752,7885,16798,443,9730,64710
Maine,7,1820870,Maine,1362359,11,0,ME,Maine,23,1362359,1297649,1237041,25752,7885,16798,443,9730,64710
Maine,8,9147361,Maine,1362359,11,0,ME,Maine,23,1362359,1297649,1237041,25752,7885,16798,443,9730,64710
Maine,9,4935917,Maine,1362359,11,0,ME,Maine,23,1362359,1297649,1237041,25752,7885,16798,443,9730,64710
Maine,10,4476756,Maine,1362359,11,0,ME,Maine,23,1362359,1297649,1237041,25752,7885,16798,443,9730,64710
Maine,11,2633124,Maine,1362359,11,0,ME,Maine,23,1362359,1297649,1237041,25752,7885,16798,443,9730,64710
Maine,12,38275424,Maine,1362359,11,0,ME,Maine,23,1362359,1297649,1237041,25752,7885,16798,443,9730,64710
Massachusetts,1,993132,Massachusetts,7029917,11,1,MA,Massachusetts,25,7029917,6421050,4896037,494029,24018,507934,2301,496731,608867
Massachusetts,2,4687543,Massachusetts,7029917,11,1,MA,Massachusetts,25,7029917,6421050,4896037,494029,24018,507934,2301,496731,608867
Massachusetts,3,1513298,Massachusetts,7029917,11,1,MA,Massachusetts,25,7029917,6421050,4896037,494029,24018,507934,2301,496731,608867
Massachusetts,4,7953355,Massachusetts,7029917,11,1,MA,Massachusetts,25,7029917,6421050,4896037,494029,24018,507934,2301,496731,608867
Massachusetts,5,2502821,Massachusetts,7029917,11,1,MA,Massachusetts,25,7029917,6421050,4896037,494029,24018,507934,2301,496731,608867
Massachusetts,6,2059579,Massachusetts,7029917,11,1,MA,Massachusetts,25,7029917,6421050,4896037,494029,24018,507934,2301,496731,608867
Massachusetts,7,1789499,Massachusetts,7029917,11,1,MA,Massachusetts,25,7029917,6421050,4896037,494029,24018,507934,2301,496731,608867
Massachusetts,8,24967704,Massachusetts,7029917,11,1,MA,Massachusetts,25,7029917,6421050,4896037,494029,24018,507934,2301,496731,608867
Massachusetts,9,2696957,Massachusetts,7029917,11,1,MA,Massachusetts,25,7029917,6421050,4896037,494029,24018,507934,2301,496731,608867
Massachusetts,10,15647726,Massachusetts,7029917,11,1,MA,Massachusetts,25,7029917,6421050,4896037,494029,24018,507934,2301,496731,608867
Massachusetts,11,1962059,Massachusetts,7029917,11,1,MA,Massachusetts,25,7029917,6421050,4896037,494029,24018,507934,2301,496731,608867
Massachusetts,12,3793114,Massachusetts,7029917,11,1,MA,Massachusetts,25,7029917,6421050,4896037,494029,24018,507934,2301,496731,608867
Rhode Island,1,180500,Rhode Island,1097379,11,2,RI,Rhode Island,44,1097379,995585,782920,62168,7385,38961,536,103615,101794
Rhode Island,2,2080785,Rhode Island,1097379,11,2,RI,Rhode Island,44,1097379,995585,782920,62168,7385,38961,536,103615,101794
Rhode Island,3,170485,Rhode Island,1097379,11,2,RI,Rhode Island,44,1097379,995585,782920,62168,7385,38961,536,103615,101794
Rhode Island,4,1109721,Rhode Island,1097379,11,2,RI,Rhode Island,44,1097379,995585,782920,62168,7385,38961,536,103615,101794
Rhode Island,5,172460,Rhode Island,1097379,11,2,RI,Rhode Island,44,1097379,995585,782920,62168,7385,38961,536,103615,101794
Rhode Island,6,181419,Rhode Island,1097379,11,2,RI,Rhode Island,44,1097379,995585,782920,62168,7385,38961,536,103615,101794
Rhode Island,7,271402,Rhode Island,1097379,11,2,RI,Rhode Island,44,1097379,995585,782920,62168,7385,38961,536,103615,101794
Rhode Island,8,11809866,Rhode Island,1097379,11,2,RI,Rhode Island,44,1097379,995585,782920,62168,7385,38961,536,103615,101794
Rhode Island,9,759471,Rhode Island,1097379,11,2,RI,Rhode Island,44,1097379,995585,782920,62168,7385,38961,536,103615,101794
Rhode Island,10,1692541,Rhode Island,1097379,11,2,RI,Rhode Island,44,1097379,995585,782920,62168,7385,38961,536,103615,101794
Rhode Island,11,731878,Rhode Island,1097379,11,2,RI,Rhode Island,44,1097379,995585,782920,62168,7385,38961,536,103615,101794
Rhode Island,12,913119,Rhode Island,1097379,11,2,RI,Rhode Island,44,1097379,995585,782920,62168,7385,38961,536,103615,101794
