state,month,total_customers_out,State,total,x,y,abbr,name,fips,Total:,Population of one race:,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Population of two or more races:
Kentucky,4,19431646,Kentucky,4505836,6,4,KY,Kentucky,21,4505836,4260996,3711254,362417,12801,74426,3681,96417,244840
Kentucky,5,2125721,Kentucky,4505836,6,4,KY,Kentucky,21,4505836,4260996,3711254,362417,12801,74426,3681,96417,244840
Kentucky,6,3191754,Kentucky,4505836,6,4,KY,Kentucky,21,4505836,4260996,3711254,362417,12801,74426,3681,96417,244840
Kentucky,7,3804783,Kentucky,4505836,6,4,KY,Kentucky,21,4505836,4260996,3711254,362417,12801,74426,3681,96417,244840
Kentucky,8,1688996,Kentucky,4505836,6,4,KY,Kentucky,21,4505836,4260996,3711254,362417,12801,74426,3681,96417,244840
Kentucky,9,1703579,Kentucky,4505836,6,4,KY,Kentucky,21,4505836,4260996,3711254,362417,12801,74426,3681,96417,244840
Kentucky,10,1710092,Kentucky,4505836,6,4,KY,Kentucky,21,4505836,4260996,3711254,362417,12801,74426,3681,96417,244840
Kentucky,11,1771174,Kentucky,4505836,6,4,KY,Kentucky,21,4505836,4260996,3711254,362417,12801,74426,3681,96417,244840
Kentucky,12,2283111,Kentucky,4505836,6,4,KY,Kentucky,21,4505836,4260996,3711254,362417,12801,74426,3681,96417,244840
Tennessee,1,4595946,Tennessee,6910840,6,5,TN,Tennessee,47,6910840,6497942,4990938,1092948,28044,135615,4115,246282,412898
Tennessee,2,1791407,Tennessee,6910840,6,5,TN,Tennessee,47,6910840,6497942,4990938,1092948,28044,135615,4115,246282,412898
Tennessee,3,17524794,Tennessee,6910840,6,5,TN,Tennessee,47,6910840,6497942,4990938,1092948,28044,135615,4115,246282,412898
Tennessee,4,4833002,Tennessee,6910840,6,5,TN,Tennessee,47,6910840,6497942,4990938,1092948,28044,135615,4115,246282,412898
Tennessee,5,32851445,Tennessee,6910840,6,5,TN,Tennessee,47,6910840,6497942,4990938,1092948,28044,135615,4115,246282,412898
Tennessee,6,3958236,Tennessee,6910840,6,5,TN,Tennessee,47,6910840,6497942,4990938,1092948,28044,135615,4115,246282,412898
Tennessee,7,4295705,Tennessee,6910840,6,5,TN,Tennessee,47,6910840,6497942,4990938,1092948,28044,135615,4115,246282,412898
Tennessee,8,4435609,Tennessee,6910840,6,5,TN,Tennessee,47,6910840,6497942,4990938,1092948,28044,135615,4115,246282,412898
Tennessee,9,1999989,Tennessee,6910840,6,5,TN,Tennessee,47,6910840,6497942,4990938,1092948,28044,135615,4115,246282,412898
Tennessee,10,2603571,Tennessee,6910840,6,5,TN,Tennessee,47,6910840,6497942,4990938,1092948,28044,135615,4115,246282,412898
Tennessee,11,2014052,Tennessee,6910840,6,5,TN,Tennessee,47,6910840,6497942,4990938,1092948,28044,135615,4115,246282,412898
Tennessee,12,8297172,Tennessee,6910840,6,5,TN,Tennessee,47,6910840,6497942,4990938,1092948,28044,135615,4115,246282,412898
Alabama,1,7607123,Alabama,5024279,6,6,AL,Alabama,1,5024279,4767326,3220452,1296162,33625,76660,2984,137443,256953
Alabama,2,1736559,Alabama,5024279,6,6,AL,Alabama,1,5024279,4767326,3220452,1296162,33625,76660,2984,137443,256953
Alabama,3,2485450,Alabama,5024279,6,6,AL,Alabama,1,5024279,4767326,3220452,1296162,33625,76660,2984,137443,256953
Alabama,4,20905175,Alabama,5024279,6,6,AL,Alabama,1,5024279,4767326,3220452,1296162,33625,76660,2984,137443,256953
Alabama,5,3818185,Alabama,5024279,6,6,AL,Alabama,1,5024279,4767326,3220452,1296162,33625,76660,2984,137443,256953
Alabama,6,4165621,Alabama,5024279,6,6,AL,Alabama,1,5024279,4767326,3220452,1296162,33625,76660,2984,137443,256953
Alabama,7,4347688,Alabama,5024279,6,6,AL,Alabama,1,5024279,4767326,3220452,1296162,33625,76660,2984,137443,256953
Alabama,8,3677311,Alabama,5024279,6,6,AL,Alabama,1,5024279,4767326,3220452,1296162,33625,76660,2984,137443,256953
Alabama,9,81393599,Alabama,5024279,6,6,AL,Alabama,1,5024279,4767326,3220452,1296162,33625,76660,2984,137443,256953
Alabama,10,71881835,Alabama,5024279,6,6,AL,Alabama,1,5024279,4767326,3220452,1296162,33625,76660,2984,137443,256953
Alabama,11,23176278,Alabama,5024279,6,6,AL,Alabama,1,5024279,4767326,3220452,1296162,33625,76660,2984,137443,256953
Alabama,12,2020018,Alabama,5024279,6,6,AL,Alabama,1,5024279,4767326,3220452,1296162,33625,76660,2984,137443,256953
Michigan,1,5364465,Michigan,10077331,7,2,MI,Michigan,26,10077331,9442016,7444974,1376579,61261,334300,3051,221851,635315
Michigan,2,1979688,Michigan,10077331,7,2,MI,Michigan,26,10077331,9442016,7444974,1376579,61261,334300,3051,221851,635315
Michigan,3,4081163,Michigan,10077331,7,2,MI,Michigan,26,10077331,9442016,7444974,1376579,61261,334300,3051,221851,635315
Michigan,4,4557812,Michigan,10077331,7,2,MI,Michigan,26,10077331,9442016,7444974,1376579,61261,334300,3051,221851,635315
Michigan,5,8559165,Michigan,10077331,7,2,MI,Michigan,26,10077331,9442016,7444974,1376579,61261,334300,3051,221851,635315
Michigan,6,50721377,Michigan,10077331,7,2,MI,Michigan,26,10077331,9442016,7444974,1376579,61261,334300,3051,221851,635315
Michigan,7,40128652,Michigan,10077331,7,2,MI,Michigan,26,10077331,9442016,7444974,1376579,61261,334300,3051,221851,635315
Michigan,8,15614021,Michigan,10077331,7,2,MI,Michigan,26,10077331,9442016,7444974,1376579,61261,334300,3051,221851,635315
Michigan,9,6266268,Michigan,10077331,7,2,MI,Michigan,26,10077331,9442016,7444974,1376579,61261,334300,3051,221851,635315
Michigan,10,6512179,Michigan,10077331,7,2,MI,Michigan,26,10077331,9442016,7444974,1376579,61261,334300,3051,221851,635315
Michigan,11,38279070,Michigan,10077331,7,2,MI,Michigan,26,10077331,9442016,7444974,1376579,61261,334300,3051,221851,635315
Michigan,12,7113336,Michigan,10077331,7,2,MI,Michigan,26,10077331,9442016,7444974,1376579,61261,334300,3051,221851,635315
Indiana,1,1444283,Indiana,6785528,7,3,IN,Indiana,18,6785528,6348802,5241795,648513,26086,167959,3137,261312,436726
Indiana,2,807444,Indiana,6785528,7,3,IN,Indiana,18,6785528,6348802,5241795,648513,26086,167959,3137,261312,436726
Indiana,3,1746068,Indiana,6785528,7,3,IN,Indiana,18,6785528,6348802,5241795,648513,26086,167959,3137,261312,436726
Indiana,4,8098242,Indiana,6785528,7,3,IN,Indiana,18,6785528,6348802,5241795,648513,26086,167959,3137,261312,436726
Indiana,5,3264212,Indiana,6785528,7,3,IN,Indiana,18,6785528,6348802,5241795,648513,26086,167959,3137,261312,436726
Indiana,6,7097365,Indiana,6785528,7,3,IN,Indiana,18,6785528,6348802,5241795,648513,26086,167959,3137,261312,436726
Indiana,7,5852463,Indiana,6785528,7,3,IN,Indiana,18,6785528,6348802,5241795,648513,26086,167959,3137,261312,436726
Indiana,8,13796823,Indiana,6785528,7,3,IN,Indiana,18,6785528,6348802,5241795,648513,26086,167959,3137,261312,436726
Indiana,9,1754063,Indiana,6785528,7,3,IN,Indiana,18,6785528,6348802,5241795,648513,26086,167959,3137,261312,436726
Indiana,10,2170703,Indiana,6785528,7,3,IN,Indiana,18,6785528,6348802,5241795,648513,26086,167959,3137,261312,436726
Indiana,11,3594168,Indiana,6785528,7,3,IN,Indiana,18,6785528,6348802,5241795,648513,26086,167959,3137,261312,436726
Indiana,12,1457739,Indiana,6785528,7,3,IN,Indiana,18,6785528,6348802,5241795,648513,26086,167959,3137,261312,436726
West Virginia,1,3867205,West Virginia,1793716,7,4,WV,West Virginia,54,1793716,1708772,1610749,65813,3706,15109,476,12919,84944
West Virginia,2,1914898,West Virginia,1793716,7,4,WV,West Virginia,54,1793716,1708772,1610749,65813,3706,15109,476,12919,84944
West Virginia,3,3412305,West Virginia,1793716,7,4,WV,West Virginia,54,1793716,1708772,1610749,65813,3706,15109,476,12919,84944
West Virginia,4,8148831,West Virginia,1793716,7,4,WV,West Virginia,54,1793716,1708772,1610749,65813,3706,15109,476,12919,84944
West Virginia,5,3689368,West Virginia,1793716,7,4,WV,West Virginia,54,1793716,1708772,1610749,65813,3706,15109,476,12919,84944
West Virginia,6,3997118,West Virginia,1793716,7,4,WV,West Virginia,54,1793716,1708772,1610749,65813,3706,15109,476,12919,84944
West Virginia,7,4683159,West Virginia,1793716,7,4,WV,West Virginia,54,1793716,1708772,1610749,65813,3706,15109,476,12919,84944
West Virginia,8,5869708,West Virginia,1793716,7,4,WV,West Virginia,54,1793716,1708772,1610749,65813,3706,15109,476,12919,84944
West Virginia,9,2372149,West Virginia,1793716,7,4,WV,West Virginia,54,1793716,1708772,1610749,65813,3706,15109,476,12919,84944
West Virginia,10,2033246,West Virginia,1793716,7,4,WV,West Virginia,54,1793716,1708772,1610749,65813,3706,15109,476,12919,84944
West Virginia,11,3783291,West Virginia,1793716,7,4,WV,West Virginia,54,1793716,1708772,1610749,65813,3706,15109,476,12919,84944
West Virginia,12,2304712,West Virginia,1793716,7,4,WV,West Virginia,54,1793716,1708772,1610749,65813,3706,15109,476,12919,84944
Virginia,1,3884639,Virginia,8631393,7,5,VA,Virginia,51,8631393,7925686,5208856,1607581,40007,615436,7156,446650,705707
Virginia,2,6156035,Virginia,8631393,7,5,VA,Virginia,51,8631393,7925686,5208856,1607581,40007,615436,7156,446650,705707
Virginia,3,1979345,Virginia,8631393,7,5,VA,Virginia,51,8631393,7925686,5208856,1607581,40007,615436,7156,446650,705707
Virginia,4,11628988,Virginia,8631393,7,5,VA,Virginia,51,8631393,7925686,5208856,1607581,40007,615436,7156,446650,705707
Virginia,5,4905202,Virginia,8631393,7,5,VA,Virginia,51,8631393,7925686,5208856,1607581,40007,615436,7156,446650,705707
Virginia,6,6261588,Virginia,8631393,7,5,VA,Virginia,51,8631393,7925686,5208856,1607581,40007,615436,7156,446650,705707
Virginia,7,8240499,Virginia,8631393,7,5,VA,Virginia,51,8631393,7925686,5208856,1607581,40007,615436,7156,446650,705707
Virginia,8,31295160,Virginia,8631393,7,5,VA,Virginia,51,8631393,7925686,5208856,1607581,40007,615436,7156,446650,705707
Virginia,9,3354886,Virginia,8631393,7,5,VA,Virginia,51,8631393,7925686,5208856,1607581,40007,615436,7156,446650,705707
Virginia,10,5701065,Virginia,8631393,7,5,VA,Virginia,51,8631393,7925686,5208856,1607581,40007,615436,7156,446650,705707
Virginia,11,5341670,Virginia,8631393,7,5,VA,Virginia,51,8631393,7925686,5208856,1607581,40007,615436,7156,446650,705707
Virginia,12,7172143,Virginia,8631393,7,5,VA,Virginia,51,8631393,7925686,5208856,1607581,40007,615436,7156,446650,705707
Georgia,1,6591044,Georgia,10711908,7,6,GA,Georgia,13,10711908,9968000,5555483,3320513,50618,479028,7299,555059,743908
Georgia,2,3739219,Georgia,10711908,7,6,GA,Georgia,13,10711908,9968000,5555483,3320513,50618,479028,7299,555059,743908
Georgia,3,3232648,Georgia,10711908,7,6,GA,Georgia,13,10711908,9968000,5555483,3320513,50618,479028,7299,555059,743908
Georgia,4,14288621,Georgia,10711908,7,6,GA,Georgia,13,10711908,9968000,5555483,3320513,50618,479028,7299,555059,743908
Georgia,5,3926322,Georgia,10711908,7,6,GA,Georgia,13,10711908,9968000,5555483,3320513,50618,479028,7299,555059,743908
Georgia,6,6212950,Georgia,10711908,7,6,GA,Georgia,13,10711908,9968000,5555483,3320513,50618,479028,7299,555059,743908
Georgia,7,5279327,Georgia,10711908,7,6,GA,Georgia,13,10711908,9968000,5555483,3320513,50618,479028,7299,555059,743908
Georgia,8,7243059,Georgia,10711908,7,6,GA,Georgia,13,10711908,9968000,5555483,3320513,50618,479028,7299,555059,743908
Georgia,9,5344518,Georgia,10711908,7,6,GA,Georgia,13,10711908,9968000,5555483,3320513,50618,479028,7299,555059,743908
Georgia,10,85763927,Georgia,10711908,7,6,GA,Georgia,13,10711908,9968000,5555483,3320513,50618,479028,7299,555059,743908
Georgia,11,7904675,Georgia,10711908,7,6,GA,Georgia,13,10711908,9968000,5555483,3320513,50618,479028,7299,555059,743908
Georgia,12,2677391,Georgia,10711908,7,6,GA,Georgia,13,10711908,9968000,5555483,3320513,50618,479028,7299,555059,743908
Florida,1,4090302,Florida,21538187,7,7,FL,Florida,12,21538187,17986115,12422961,3246381,94795,643682,14014,1564282,3552072
Florida,2,10018251,Florida,21538187,7,7,FL,Florida,12,21538187,17986115,12422961,3246381,94795,643682,14014,1564282,3552072
Florida,3,3929672,Florida,21538187,7,7,FL,Florida,12,21538187,17986115,12422961,3246381,94795,643682,14014,1564282,3552072
Florida,4,9300773,Florida,21538187,7,7,FL,Florida,12,21538187,17986115,12422961,3246381,94795,643682,14014,1564282,3552072
Florida,5,7749619,Florida,21538187,7,7,FL,Florida,12,21538187,17986115,12422961,3246381,94795,643682,14014,1564282,3552072
Florida,6,8455650,Florida,21538187,7,7,FL,Florida,12,21538187,17986115,12422961,3246381,94795,643682,14014,1564282,3552072
Florida,7,9943131,Florida,21538187,7,7,FL,Florida,12,21538187,17986115,12422961,3246381,94795,643682,14014,1564282,3552072
Florida,8,10697067,Florida,21538187,7,7,FL,Florida,12,21538187,17986115,12422961,3246381,94795,643682,14014,1564282,3552072
Florida,9,71289316,Florida,21538187,7,7,FL,Florida,12,21538187,17986115,12422961,3246381,94795,643682,14014,1564282,3552072
Florida,10,6898170,Florida,21538187,7,7,FL,Florida,12,21538187,17986115,12422961,3246381,94795,643682,14014,1564282,3552072
Florida,11,13941074,Florida,21538187,7,7,FL,Florida,12,21538187,17986115,12422961,3246381,94795,643682,14014,1564282,3552072
Florida,12,6467898,Florida,21538187,7,7,FL,Florida,12,21538187,17986115,12422961,3246381,94795,643682,14014,1564282,3552072
Ohio,1,4601580,Ohio,11799448,8,3,OH,Ohio,39,11799448,11118076,9080688,1478781,30720,298509,5034,224344,681372
Ohio,2,2175035,Ohio,11799448,8,3,OH,Ohio,39,11799448,11118076,9080688,1478781,30720,298509,5034,224344,681372
Ohio,3,4427099,Ohio,11799448,8,3,OH,Ohio,39,11799448,11118076,9080688,1478781,30720,298509,5034,224344,681372
Ohio,4,13764802,Ohio,11799448,8,3,OH,Ohio,39,11799448,11118076,9080688,1478781,30720,298509,5034,224344,681372
Ohio,5,5542569,Ohio,11799448,8,3,OH,Ohio,39,11799448,11118076,9080688,1478781,30720,298509,5034,224344,681372
Ohio,6,17719017,Ohio,11799448,8,3,OH,Ohio,39,11799448,11118076,9080688,1478781,30720,298509,5034,224344,681372
Ohio,7,9565845,Ohio,11799448,8,3,OH,Ohio,39,11799448,11118076,9080688,1478781,30720,298509,5034,224344,681372
Ohio,8,7202282,Ohio,11799448,8,3,OH,Ohio,39,11799448,11118076,9080688,1478781,30720,298509,5034,224344,681372
Ohio,9,7971077,Ohio,11799448,8,3,OH,Ohio,39,11799448,11118076,9080688,1478781,30720,298509,5034,224344,681372
Ohio,10,4206301,Ohio,11799448,8,3,OH,Ohio,39,11799448,11118076,9080688,1478781,30720,298509,5034,224344,681372
Ohio,11,27910832,Ohio,11799448,8,3,OH,Ohio,39,11799448,11118076,9080688,1478781,30720,298509,5034,224344,681372
Ohio,12,11316702,Ohio,11799448,8,3,OH,Ohio,39,11799448,11118076,9080688,1478781,30720,298509,5034,224344,681372
District of Columbia,1,118192,District of Columbia,689545,8,4,DC,District of Columbia,11,689545,633468,273194,285810,3193,33545,432,37294,56077
District of Columbia,2,173505,District of Columbia,689545,8,4,DC,District of Columbia,11,689545,633468,273194,285810,3193,33545,432,37294,56077
District of Columbia,3,66744,District of Columbia,689545,8,4,DC,District of Columbia,11,689545,633468,273194,285810,3193,33545,432,37294,56077
District of Columbia,4,99819,District of Columbia,689545,8,4,DC,District of Columbia,11,689545,633468,273194,285810,3193,33545,432,37294,56077
District of Columbia,5,90036,District of Columbia,689545,8,4,DC,District of Columbia,11,689545,633468,273194,285810,3193,33545,432,37294,56077
District of Columbia,6,282932,District of Columbia,689545,8,4,DC,District of Columbia,11,689545,633468,273194,285810,3193,33545,432,37294,56077
District of Columbia,7,498450,District of Columbia,689545,8,4,DC,District of Columbia,11,689545,633468,273194,285810,3193,33545,432,37294,56077
District of Columbia,8,132032,District of Columbia,689545,8,4,DC,District of Columbia,11,689545,633468,273194,285810,3193,33545,432,37294,56077
District of Columbia,9,197725,District of Columbia,689545,8,4,DC,District of Columbia,11,689545,633468,273194,285810,3193,33545,432,37294,56077
District of Columbia,10,65140,District of Columbia,689545,8,4,DC,District of Columbia,11,689545,633468,273194,285810,3193,33545,432,37294,56077
District of Columbia,11,138855,District of Columbia,689545,8,4,DC,District of Columbia,11,689545,633468,273194,285810,3193,33545,432,37294,56077
District of Columbia,12,90713,District of Columbia,689545,8,4,DC,District of Columbia,11,689545,633468,273194,285810,3193,33545,432,37294,56077
North Carolina,1,6211300,North Carolina,10439388,8,5,NC,North Carolina,37,10439388,9727667,6488459,2140217,130032,343051,8518,617390,711721
North Carolina,2,13938129,North Carolina,10439388,8,5,NC,North Carolina,37,10439388,9727667,6488459,2140217,130032,343051,8518,617390,711721
North Carolina,3,2147404,North Carolina,10439388,8,5,NC,North Carolina,37,10439388,9727667,6488459,2140217,130032,343051,8518,617390,711721
North Carolina,4,19835771,North Carolina,10439388,8,5,NC,North Carolina,37,10439388,9727667,6488459,2140217,130032,343051,8518,617390,711721
North Carolina,5,9961868,North Carolina,10439388,8,5,NC,North Carolina,37,10439388,9727667,6488459,2140217,130032,343051,8518,617390,711721
North Carolina,6,4822569,North Carolina,10439388,8,5,NC,North Carolina,37,10439388,9727667,6488459,2140217,130032,343051,8518,617390,711721
North Carolina,7,7842203,North Carolina,10439388,8,5,NC,North Carolina,37,10439388,9727667,6488459,2140217,130032,343051,8518,617390,711721
North Carolina,8,29120245,North Carolina,10439388,8,5,NC,North Carolina,37,10439388,9727667,6488459,2140217,130032,343051,8518,617390,711721
North Carolina,9,3899293,North Carolina,10439388,8,5,NC,North Carolina,37,10439388,9727667,6488459,2140217,130032,343051,8518,617390,711721
North Carolina,10,39891015,North Carolina,10439388,8,5,NC,North Carolina,37,10439388,9727667,6488459,2140217,130032,343051,8518,617390,711721
North Carolina,11,6432027,North Carolina,10439388,8,5,NC,North Carolina,37,10439388,9727667,6488459,2140217,130032,343051,8518,617390,711721
North Carolina,12,3943935,North Carolina,10439388,8,5,NC,North Carolina,37,10439388,9727667,6488459,2140217,130032,343051,8518,617390,711721
South Carolina,1,2828223,South Carolina,5118425,8,6,SC,South Carolina,45,5118425,4820049,3243442,1280531,24303,90466,3431,177876,298376
South Carolina,2,4101208,South Carolina,5118425,8,6,SC,South Carolina,45,5118425,4820049,3243442,1280531,24303,90466,3431,177876,298376
South Carolina,3,1232728,South Carolina,5118425,8,6,SC,South Carolina,45,5118425,4820049,3243442,1280531,24303,90466,3431,177876,298376
South Carolina,4,15363020,South Carolina,5118425,8,6,SC,South Carolina,45,5118425,4820049,3243442,1280531,24303,90466,3431,177876,298376
South Carolina,5,4695688,South Carolina,5118425,8,6,SC,South Carolina,45,5118425,4820049,3243442,1280531,24303,90466,3431,177876,298376
South Carolina,6,3400525,South Carolina,5118425,8,6,SC,South Carolina,45,5118425,4820049,3243442,1280531,24303,90466,3431,177876,298376
South Carolina,7,2513085,South Carolina,5118425,8,6,SC,South Carolina,45,5118425,4820049,3243442,1280531,24303,90466,3431,177876,298376
South Carolina,8,3093394,South Carolina,5118425,8,6,SC,South Carolina,45,5118425,4820049,3243442,1280531,24303,90466,3431,177876,298376
South Carolina,9,1507295,South Carolina,5118425,8,6,SC,South Carolina,45,5118425,4820049,3243442,1280531,24303,90466,3431,177876,298376
South Carolina,10,20490293,South Carolina,5118425,8,6,SC,South Carolina,45,5118425,4820049,3243442,1280531,24303,90466,3431,177876,298376
South Carolina,11,3311654,South Carolina,5118425,8,6,SC,South Carolina,45,5118425,4820049,3243442,1280531,24303,90466,3431,177876,298376
South Carolina,12,2128105,South Carolina,5118425,8,6,SC,South Carolina,45,5118425,4820049,3243442,1280531,24303,90466,3431,177876,298376
Vermont,1,186565,Vermont,643077,9,1,VT,Vermont,50,643077,606051,577751,9034,2289,11549,181,5247,37026
Vermont,2,1142839,Vermont,643077,9,1,VT,Vermont,50,643077,606051,577751,9034,2289,11549,181,5247,37026
Vermont,3,319258,Vermont,643077,9,1,VT,Vermont,50,643077,606051,577751,9034,2289,11549,181,5247,37026
Vermont,4,180951,Vermont,643077,9,1,VT,Vermont,50,643077,606051,577751,9034,2289,11549,181,5247,37026
Vermont,5,368936,Vermont,643077,9,1,VT,Vermont,50,643077,606051,577751,9034,2289,11549,181,5247,37026
Vermont,6,358954,Vermont,643077,9,1,VT,Vermont,50,643077,606051,577751,9034,2289,11549,181,5247,37026
Vermont,7,533394,Vermont,643077,9,1,VT,Vermont,50,643077,606051,577751,9034,2289,11549,181,5247,37026
Vermont,8,1302101,Vermont,643077,9,1,VT,Vermont,50,643077,606051,577751,9034,2289,11549,181,5247,37026
Vermont,9,376565,Vermont,643077,9,1,VT,Vermont,50,643077,606051,577751,9034,2289,11549,181,5247,37026
Vermont,10,525968,Vermont,643077,9,1,VT,Vermont,50,643077,606051,577751,9034,2289,11549,181,5247,37026
Vermont,11,182342,Vermont,643077,9,1,VT,Vermont,50,643077,606051,577751,9034,2289,11549,181,5247,37026
Vermont,12,345884,Vermont,643077,9,1,VT,Vermont,50,643077,606051,577751,9034,2289,11549,181,5247,37026
New York,1,4647387,New York,20201249,9,2,NY,New York,36,20201249,18433786,11143349,2986172,149690,1933127,10815,2210633,1767463
New York,2,11467439,New York,20201249,9,2,NY,New York,36,20201249,18433786,11143349,2986172,149690,1933127,10815,2210633,1767463
New York,3,2894606,New York,20201249,9,2,NY,New York,36,20201249,18433786,11143349,2986172,149690,1933127,10815,2210633,1767463
New York,4,9726492,New York,20201249,9,2,NY,New York,36,20201249,18433786,11143349,2986172,149690,1933127,10815,2210633,1767463
New York,5,7850479,New York,20201249,9,2,NY,New York,36,20201249,18433786,11143349,2986172,149690,1933127,10815,2210633,1767463
New York,6,5526624,New York,20201249,9,2,NY,New York,36,20201249,18433786,11143349,2986172,149690,1933127,10815,2210633,1767463
New York,7,10518343,New York,20201249,9,2,NY,New York,36,20201249,18433786,11143349,2986172,149690,1933127,10815,2210633,1767463
New York,8,240192643,New York,20201249,9,2,NY,New York,36,20201249,18433786,11143349,2986172,149690,1933127,10815,2210633,1767463
New York,9,4298209,New York,20201249,9,2,NY,New York,36,20201249,18433786,11143349,2986172,149690,1933127,10815,2210633,1767463
New York,10,29328897,New York,20201249,9,2,NY,New York,36,20201249,18433786,11143349,2986172,149690,1933127,10815,2210633,1767463
New York,11,8829984,New York,20201249,9,2,NY,New York,36,20201249,18433786,11143349,2986172,149690,1933127,10815,2210633,1767463
New York,12,10641918,New York,20201249,9,2,NY,New York,36,20201249,18433786,11143349,2986172,149690,1933127,10815,2210633,1767463
Pennsylvania,1,3446165,Pennsylvania,13002700,9,3,PA,Pennsylvania,42,13002700,12228216,9750687,1423169,31052,510501,4276,508531,774484
Pennsylvania,2,3041057,Pennsylvania,13002700,9,3,PA,Pennsylvania,42,13002700,12228216,9750687,1423169,31052,510501,4276,508531,774484
Pennsylvania,3,3417522,Pennsylvania,13002700,9,3,PA,Pennsylvania,42,13002700,12228216,9750687,1423169,31052,510501,4276,508531,774484
Pennsylvania,4,11047980,Pennsylvania,13002700,9,3,PA,Pennsylvania,42,13002700,12228216,9750687,1423169,31052,510501,4276,508531,774484
Pennsylvania,5,3386841,Pennsylvania,13002700,9,3,PA,Pennsylvania,42,13002700,12228216,9750687,1423169,31052,510501,4276,508531,774484
Pennsylvania,6,51412575,Pennsylvania,13002700,9,3,PA,Pennsylvania,42,13002700,12228216,9750687,1423169,31052,510501,4276,508531,774484
Pennsylvania,7,8723031,Pennsylvania,13002700,9,3,PA,Pennsylvania,42,13002700,12228216,9750687,1423169,31052,510501,4276,508531,774484
Pennsylvania,8,45855575,Pennsylvania,13002700,9,3,PA,Pennsylvania,42,13002700,12228216,9750687,1423169,31052,510501,4276,508531,774484
Pennsylvania,9,3502101,Pennsylvania,13002700,9,3,PA,Pennsylvania,42,13002700,12228216,9750687,1423169,31052,510501,4276,508531,774484
Pennsylvania,10,3597650,Pennsylvania,13002700,9,3,PA,Pennsylvania,42,13002700,12228216,9750687,1423169,31052,510501,4276,508531,774484
Pennsylvania,11,13986747,Pennsylvania,13002700,9,3,PA,Pennsylvania,42,13002700,12228216,9750687,1423169,31052,510501,4276,508531,774484
Pennsylvania,12,7801329,Pennsylvania,13002700,9,3,PA,Pennsylvania,42,13002700,12228216,9750687,1423169,31052,510501,4276,508531,774484
Maryland,1,880166,Maryland,6177224,9,4,MD,Maryland,24,6177224,5695323,3007874,1820472,31845,420944,3247,410941,481901
Maryland,2,1063071,Maryland,6177224,9,4,MD,Maryland,24,6177224,5695323,3007874,1820472,31845,420944,3247,410941,481901
Maryland,3,702846,Maryland,6177224,9,4,MD,Maryland,24,6177224,5695323,3007874,1820472,31845,420944,3247,410941,481901
Maryland,4,991832,Maryland,6177224,9,4,MD,Maryland,24,6177224,5695323,3007874,1820472,31845,420944,3247,410941,481901
Maryland,5,924926,Maryland,6177224,9,4,MD,Maryland,24,6177224,5695323,3007874,1820472,31845,420944,3247,410941,481901
Maryland,6,1895832,Maryland,6177224,9,4,MD,Maryland,24,6177224,5695323,3007874,1820472,31845,420944,3247,410941,481901
Maryland,7,3993347,Maryland,6177224,9,4,MD,Maryland,24,6177224,5695323,3007874,1820472,31845,420944,3247,410941,481901
Maryland,8,6755597,Maryland,6177224,9,4,MD,Maryland,24,6177224,5695323,3007874,1820472,31845,420944,3247,410941,481901
Maryland,9,1875573,Maryland,6177224,9,4,MD,Maryland,24,6177224,5695323,3007874,1820472,31845,420944,3247,410941,481901
Maryland,10,1023004,Maryland,6177224,9,4,MD,Maryland,24,6177224,5695323,3007874,1820472,31845,420944,3247,410941,481901
Maryland,11,2055768,Maryland,6177224,9,4,MD,Maryland,24,6177224,5695323,3007874,1820472,31845,420944,3247,410941,481901
Maryland,12,1045671,Maryland,6177224,9,4,MD,Maryland,24,6177224,5695323,3007874,1820472,31845,420944,3247,410941,481901
New Hampshire,1,318720,New Hampshire,1377529,10,1,NH,New Hampshire,33,1377529,1299787,1216203,20127,3031,35871,453,24102,77742
New Hampshire,2,2226659,New Hampshire,1377529,10,1,NH,New Hampshire,33,1377529,1299787,1216203,20127,3031,35871,453,24102,77742
New Hampshire,3,1321144,New Hampshire,1377529,10,1,NH,New Hampshire,33,1377529,1299787,1216203,20127,3031,35871,453,24102,77742
New Hampshire,4,485761,New Hampshire,1377529,10,1,NH,New Hampshire,33,1377529,1299787,1216203,20127,3031,35871,453,24102,77742
New Hampshire,5,477211,New Hampshire,1377529,10,1,NH,New Hampshire,33,1377529,1299787,1216203,20127,3031,35871,453,24102,77742
New Hampshire,6,437166,New Hampshire,1377529,10,1,NH,New Hampshire,33,1377529,1299787,1216203,20127,3031,35871,453,24102,77742
New Hampshire,7,713233,New Hampshire,1377529,10,1,NH,New Hampshire,33,1377529,1299787,1216203,20127,3031,35871,453,24102,77742
New Hampshire,8,7366739,New Hampshire,1377529,10,1,NH,New Hampshire,33,1377529,1299787,1216203,20127,3031,35871,453,24102,77742
New Hampshire,9,516574,New Hampshire,1377529,10,1,NH,New Hampshire,33,1377529,1299787,1216203,20127,3031,35871,453,24102,77742
New Hampshire,10,645585,New Hampshire,1377529,10,1,NH,New Hampshire,33,1377529,1299787,1216203,20127,3031,35871,453,24102,77742
